,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category,Leadership,Strategic Plan,Impact of Additional Duties,Equipment,Duty Schedule,Supervisor,Adequate Training,Sufficient Personnel,Sexual Harrassment / Suicide,clusters
2000,Operator,O1-O3,4,2015,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,-1,2,1,1,1,-1,2,1,1,1,1,1,1,1,-1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,JAAM,4059ARD,Tanker,9.607483959575394,1.3396559625814328,1.3243255624942343,0.3974755146729656,1.1491526836086399,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.954951896179664,3
2001,Operator,E4-E6,2,2015,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,-2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,-2,2,1,1,1,1,1,2,2,2,2,8,1,1,2,2,2,1,2,2,1,1,1,1,1,2,JAAM,4059ARD,Tanker,11.942344240606207,2.6793119251628656,1.3243255624942343,2.232148013029228,1.1491526836086399,2.2577603338000287,1.1235170797623526,1.954048081175552,2.2452204130733557,2
2002,Operator,E4-E6,2,2015,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,10,2,2,2,2,2,2,2,2,2,0,2,2,2,2,JAAM,4059ARD,Tanker,19.214967919150787,0.0,2.6486511249884686,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
2003,Operator,O4-O6,5,2015,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,-1,1,-1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,5,-1,-2,1,1,1,1,-1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,7.329033308065895,1.3396559625814328,-1.9755820399177306,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.954951896179664,3
2004,Operator,E7-E9,3,2015,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-2,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,2,1,1,-1,1,2,1,1,1,1,1,1,1,1,4,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,7.840994009549696,1.3396559625814328,1.3243255624942343,1.116074006514614,-0.5745763418043199,1.6781683741306237,0.5617585398811763,-0.058012271915911184,2.954951896179664,4
2005,Operator,O4-O6,5,2015,2,1,1,-1,1,1,2,-1,1,1,-2,-1,1,-1,2,-2,0,1,1,1,-1,2,1,2,2,2,1,2,0,-1,-1,2,1,-1,2,1,2,-1,1,2,2,1,1,1,1,1,-1,1,8,2,1,0,1,2,1,1,2,1,2,-1,-1,1,1,JAAM,4059ARD,Tanker,12.739073318007986,1.3396559625814328,1.9973946475649722,1.116074006514614,-0.5745763418043199,2.847785103232818,0.5617585398811763,-1.3220361447556717,2.954951896179664,4
2006,Operator,O1-O3,4,2015,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,1,0,1,1,-1,-1,-1,1,1,1,-2,0,1,-1,1,0,1,0,0,1,1,5,1,-2,1,0,1,-1,-1,1,1,1,1,1,-1,-1,JAAM,4059ARD,Tanker,3.1191050986891855,0.0,-0.6294438697762548,0.10704099238956089,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
2007,Operator,O4-O6,5,2015,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,-1,1,2,1,2,2,2,2,2,1,2,10,1,1,2,1,2,2,2,2,2,2,1,1,2,2,JAAM,4059ARD,Tanker,18.693114639654866,2.6793119251628656,1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.012060353091463,2.954951896179664,3
2008,Operator,E4-E6,2,2015,0,1,1,1,1,1,2,1,1,1,-1,-2,-1,-1,1,1,1,1,1,1,1,1,0,-1,1,2,1,0,0,-1,-2,1,0,-2,1,1,1,1,0,1,1,-1,-1,2,0,0,1,1,3,-1,-2,1,-1,1,-1,1,2,1,1,1,1,1,1,JAAM,4059ARD,Tanker,7.441229299695127,0.0,-1.9755820399177306,1.116074006514614,0.5745763418043199,2.847785103232818,0.5617585398811763,-2.012060353091463,1.477475948089832,0
2009,Operator,E4-E6,2,2015,0,1,0,1,1,1,1,1,1,1,2,2,-1,-1,1,-1,0,2,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,-1,0,2,1,1,0,0,0,0,1,1,7,1,1,1,0,1,1,1,1,0,0,1,1,1,1,JAAM,4059ARD,Tanker,5.961902680263587,0.0,1.3243255624942343,1.7276315059667011,0.5745763418043199,1.1696167291021944,0.5617585398811763,1.3220361447556717,1.4194629662126168,0
2010,Operator,E4-E6,2,2015,1,1,1,1,1,1,1,-2,-1,1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,1.3220361447556717,1.477475948089832,2
2011,Operator,E4-E6,2,2015,0,1,1,1,1,-1,1,1,-1,1,-2,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,0,0,1,1,-1,0,-1,0,1,1,1,-1,0,1,0,-1,1,1,0,0,1,1,6,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,6.811591742692908,0.0,-0.021812607647241578,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-0.058012271915911184,1.477475948089832,2
2012,Operator,E7-E9,3,2015,1,1,-1,-1,1,1,-1,-1,1,1,-2,-1,1,1,1,1,2,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-2,1,-1,-2,2,1,1,1,-2,1,-1,1,1,1,1,-1,1,-1,5,-2,-2,-1,-2,2,1,1,1,1,1,-1,-1,-1,-1,JAAM,4059ARD,Tanker,8.367859619702509,-0.0042535408031673105,-2.6486511249884686,1.116074006514614,-0.5745763418043199,0.661065084073765,0.5617585398811763,-2.012060353091463,2.2452204130733557,2
2013,Operator,E7-E9,3,2015,0,1,2,1,1,1,2,1,1,2,-2,-1,1,1,1,0,1,1,2,0,1,0,0,2,2,2,0,0,0,1,1,0,0,1,2,1,1,1,-1,1,2,1,0,2,0,0,0,-2,10,0,0,0,0,2,1,1,2,2,1,1,-1,2,2,JAAM,4059ARD,Tanker,11.881672799780073,0.0,0.0,1.6205905135771403,0.5745763418043199,3.3563367482612474,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
2014,Operator,O4-O6,5,2015,0,1,1,1,1,1,1,1,1,2,1,2,1,-1,1,0,1,1,2,1,1,0,0,-2,1,-1,1,0,0,-2,-2,0,0,-2,2,1,1,2,-2,2,-1,1,0,1,0,0,0,1,5,0,0,0,0,1,1,1,2,-1,1,1,-1,1,1,JAAM,4059ARD,Tanker,6.913079679519427,0.0,0.0,1.6205905135771403,0.5745763418043199,1.0777107949344498,0.5617585398811763,-2.6440722895113433,2.954951896179664,0
2015,Operator,O4-O6,5,2015,0,1,1,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,2,1,-1,1,1,0,2,1,1,2,0,0,1,2,1,0,-1,2,1,1,-2,2,2,1,1,1,1,0,0,1,2,9,-1,-1,1,1,2,1,1,2,1,1,-1,1,1,1,JAAM,4059ARD,Tanker,7.870253917200721,0.0,-1.3243255624942343,1.7276315059667011,0.5745763418043199,2.2577603338000287,0.5617585398811763,2.012060353091463,2.954951896179664,3
2016,Operator,O4-O6,5,2017,1,-1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-2,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,6,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,JAAM,4059ARD,Tanker,9.607483959575394,1.3396559625814328,-1.3243255624942343,1.116074006514614,-0.5745763418043199,1.6781683741306237,-0.5617585398811763,-1.954048081175552,1.477475948089832,2
2017,Operator,O1-O3,4,2017,1,1,0,1,1,1,2,0,-1,-1,1,-1,1,1,2,-1,1,1,1,0,1,-1,1,1,1,2,1,-1,1,1,1,1,0,0,2,1,2,-1,0,2,-1,1,1,1,0,0,1,-2,8,-1,1,1,1,2,1,1,1,0,0,1,1,1,1,JAAM,4059ARD,Tanker,10.605571527368735,0.0,-0.021812607647241578,0.10704099238956089,0.5745763418043199,1.7596414985349838,-0.5617585398811763,1.3220361447556717,2.954951896179664,4
2018,Operator,O4-O6,5,2017,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-2,0,2,-1,1,0,0,0,-2,-1,0,-2,-2,1,-1,1,-1,0,1,-1,1,1,0,0,0,1,1,3,-1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,JAAM,4059ARD,Tanker,-0.6052470801291617,0.0,-0.021812607647241578,0.10704099238956089,0.5745763418043199,0.661065084073765,0.5617585398811763,-1.954048081175552,1.477475948089832,0
2019,Operator,O4-O6,5,2017,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,-2,1,2,2,-1,1,2,1,2,2,1,2,1,1,-2,-2,1,1,-2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,8,1,-1,1,1,2,1,2,2,1,0,1,-2,1,1,JAAM,4059ARD,Tanker,15.812098082290314,1.3396559625814328,0.021812607647241578,1.7276315059667011,0.5745763418043199,2.2577603338000287,0.5617585398811763,-2.6440722895113433,2.954951896179664,3
2020,Operator,E4-E6,2,2017,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,0,2,2,2,1,0,2,2,2,1,1,1,1,2,2,8,2,2,2,1,2,2,2,2,1,2,2,2,2,2,JAAM,4059ARD,Tanker,16.8058654231419,1.3396559625814328,2.6486511249884686,2.232148013029228,1.1491526836086399,2.2577603338000287,0.5617585398811763,2.012060353091463,2.954951896179664,3
2021,Operator,E7-E9,3,2017,-2,1,0,-2,1,1,-1,-1,-1,-1,-2,-1,-1,-1,-2,-1,1,1,-1,1,-1,-1,-1,2,1,-1,1,-2,1,1,1,1,-1,-2,2,1,1,-2,1,1,-2,-1,-1,1,-1,-1,-1,-2,4,-2,-2,-2,-2,2,1,1,-1,-1,1,-2,-1,-2,1,JAAM,4059ARD,Tanker,-1.0113891369616557,-1.3396559625814328,-2.6486511249884686,0.10704099238956089,-0.5745763418043199,-1.1696167291021944,-0.5617585398811763,1.3220361447556717,2.2452204130733557,1
2022,Operator,O4-O6,5,2017,2,1,1,1,2,1,1,1,1,1,-1,-1,-1,1,1,-2,1,1,2,1,1,1,1,2,1,1,0,1,0,1,1,1,1,-1,2,2,2,1,0,1,1,1,1,1,1,1,1,-1,8,1,-1,2,-1,2,1,1,1,1,2,1,-1,1,1,JAAM,4059ARD,Tanker,13.289468814268357,1.3396559625814328,0.021812607647241578,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.2452204130733557,0
2023,Operator,O4-O6,5,2017,1,1,0,1,1,-1,-1,1,-1,1,1,-2,-2,-1,1,1,1,1,1,1,1,-2,1,-1,1,-1,1,0,0,-2,-2,-2,-2,-2,1,0,0,1,0,1,0,-2,-2,1,0,0,-2,-2,3,-1,-1,-1,0,1,-1,-1,1,0,1,1,1,-1,1,JAAM,4059ARD,Tanker,1.7771347612012844,0.0,-1.3243255624942343,1.116074006514614,0.5745763418043199,-0.010432809763384565,-0.5617585398811763,-2.6440722895113433,1.477475948089832,2
2024,Operator,O4-O6,5,2017,1,1,0,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-2,-2,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,9.607483959575394,1.3396559625814328,1.3243255624942343,1.6205905135771403,1.1491526836086399,1.1696167291021944,0.5617585398811763,-2.6440722895113433,1.477475948089832,0
2025,Operator,E7-E9,3,2017,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,-2,1,1,1,1,2,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,2,-1,6,-2,-2,1,1,1,1,1,1,0,1,1,1,-1,1,JAAM,4059ARD,Tanker,6.497602084359652,0.0,-2.6486511249884686,1.7276315059667011,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.0,1.477475948089832,0
2026,Operator,O4-O6,5,2017,2,1,0,2,2,2,2,1,1,2,-1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,-2,-2,1,0,1,2,2,2,1,0,2,1,1,2,1,1,1,1,1,8,-2,-1,2,-1,2,2,1,2,0,0,1,-1,2,1,JAAM,4059ARD,Tanker,15.27554531156693,1.3396559625814328,-1.9973946475649722,2.232148013029228,1.1491526836086399,2.3392334582043888,0.5617585398811763,-2.6440722895113433,2.954951896179664,3
2027,Operator,E7-E9,3,2017,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,2,1,-1,1,1,-1,1,1,1,1,0,-1,-2,1,1,-1,2,1,2,-1,1,2,1,1,-1,1,1,1,-1,1,7,1,-1,1,-1,2,1,1,1,1,2,1,-1,1,-1,JAAM,4059ARD,Tanker,11.412401729878333,1.3396559625814328,0.021812607647241578,1.116074006514614,-0.5745763418043199,1.1696167291021944,-0.5617585398811763,-2.012060353091463,2.954951896179664,4
2028,Operator,E7-E9,3,2017,2,2,2,1,-1,1,2,2,2,2,1,-1,-1,1,2,2,2,2,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,1,-1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,7,-1,-1,2,1,1,2,2,2,1,2,-1,-1,1,1,JAAM,4059ARD,Tanker,13.675504333359001,1.3396559625814328,-1.3243255624942343,2.232148013029228,1.1491526836086399,2.7663119788284583,1.1235170797623526,1.3220361447556717,2.954951896179664,3
2029,Operator,E4-E6,2,2017,0,1,1,1,1,1,-1,1,2,1,1,1,1,-1,1,2,1,1,1,-1,1,-1,1,2,-1,-1,1,0,1,1,-1,1,0,-1,0,1,1,-1,-1,0,1,1,1,-1,0,0,1,1,5,-2,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,JAAM,4059ARD,Tanker,4.08481481702929,0.0,-1.9973946475649722,1.116074006514614,0.5745763418043199,0.49811883526504486,1.1235170797623526,-0.058012271915911184,0.0,1
2030,Operator,E4-E6,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,JAAM,4059ARD,Tanker,19.214967919150787,2.6793119251628656,2.6486511249884686,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
2031,Operator,E4-E6,2,2017,1,2,0,2,1,2,2,1,2,2,2,1,1,2,1,-1,2,1,1,-1,2,1,0,2,1,2,2,1,1,1,1,1,1,-1,1,1,2,2,0,1,1,1,1,1,0,0,1,1,7,1,-1,1,2,2,1,2,2,1,1,1,1,2,2,JAAM,4059ARD,Tanker,12.130880836075848,0.0,0.021812607647241578,1.6205905135771403,1.1491526836086399,2.3392334582043888,1.1235170797623526,1.3220361447556717,1.477475948089832,2
2032,Operator,O4-O6,5,2017,1,2,0,1,1,1,1,1,2,1,1,1,1,1,1,-1,2,2,1,0,2,1,1,2,1,1,2,1,0,1,2,-1,1,-1,2,1,1,-2,1,2,1,1,-1,1,0,0,1,1,8,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,10.183892679712105,0.0,-0.6294438697762548,1.7276315059667011,1.1491526836086399,1.1696167291021944,1.1235170797623526,2.012060353091463,2.954951896179664,3
2033,Operator,E7-E9,3,2017,2,1,1,2,2,2,2,1,1,2,1,1,-1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,-1,-1,1,1,-2,2,1,1,1,1,2,1,1,-1,1,1,1,2,2,8,-1,1,2,-1,2,1,2,2,1,2,1,1,2,2,JAAM,4059ARD,Tanker,13.812525928145392,1.3396559625814328,-0.021812607647241578,1.6205905135771403,0.5745763418043199,2.847785103232818,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
2034,Operator,E4-E6,2,2017,2,1,1,2,2,2,1,0,2,1,2,1,1,2,1,2,1,2,2,0,1,2,2,2,1,1,2,2,2,1,1,0,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,7,2,2,2,2,1,1,1,2,1,2,1,1,-1,1,JAAM,4059ARD,Tanker,12.450650156389209,2.6793119251628656,2.6486511249884686,1.7276315059667011,0.5745763418043199,2.2577603338000287,1.1235170797623526,1.3220361447556717,2.954951896179664,3
2035,Operator,E4-E6,2,2017,1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-2,-1,1,1,-1,0,1,1,1,0,0,0,-1,-1,1,0,-1,1,0,1,1,0,1,0,1,0,0,1,1,-1,-1,5,1,1,1,1,1,-1,1,1,0,0,1,1,-1,1,JAAM,4059ARD,Tanker,4.296344647317419,1.3396559625814328,1.3243255624942343,-0.7185984918416483,0.5745763418043199,1.1696167291021944,-0.5617585398811763,-1.3220361447556717,1.477475948089832,2
2036,Operator,E4-E6,2,2017,0,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,-1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,-2,1,2,1,2,1,2,0,0,2,2,8,1,1,2,1,2,2,2,2,2,2,1,1,1,2,JAAM,4059ARD,Tanker,13.955671974119664,0.0,1.3243255624942343,2.232148013029228,0.5745763418043199,3.3563367482612474,1.1235170797623526,1.954048081175552,2.954951896179664,3
2037,Operator,E4-E6,2,2017,0,1,2,1,2,2,-1,2,2,1,-1,-1,1,1,1,-2,2,2,1,1,1,1,0,2,2,1,2,0,2,-1,1,1,0,0,1,2,2,1,0,1,0,2,0,1,0,0,2,-1,7,-1,-1,0,2,2,2,2,1,0,2,1,1,1,2,JAAM,4059ARD,Tanker,10.904298498630036,0.0,-1.3243255624942343,1.7276315059667011,0.5745763418043199,2.1867200191590532,1.1235170797623526,0.058012271915911184,1.477475948089832,2
2038,Operator,E4-E6,2,2017,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,0,0,0,1,0,0,0,2,0,1,1,0,2,-1,-1,0,0,0,0,1,1,6,1,1,1,0,1,1,2,1,0,2,1,1,1,2,JAAM,4059ARD,Tanker,5.646852721212021,0.0,1.3243255624942343,1.6205905135771403,0.5745763418043199,2.2681931435634133,1.1235170797623526,0.6900242083357915,2.954951896179664,3
2039,Operator,E7-E9,3,2017,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,7,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,JAAM,4059ARD,Tanker,9.607483959575394,0.0,-1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,1.477475948089832,0
2040,Operator,E4-E6,2,2017,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-2,1,1,1,2,2,1,1,1,1,1,1,2,0,-1,1,0,1,-1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,7,-2,-2,0,0,1,1,1,1,0,1,-1,-1,1,1,JAAM,4059ARD,Tanker,8.463133287287182,0.0,-2.6486511249884686,1.116074006514614,1.1491526836086399,1.6781683741306237,0.5617585398811763,0.058012271915911184,1.477475948089832,0
2041,Operator,O4-O6,5,2017,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,0,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,8,1,1,0,0,2,1,1,1,0,0,1,1,1,1,JAAM,4059ARD,Tanker,6.599561600152949,0.0,1.3243255624942343,1.116074006514614,1.1491526836086399,1.1696167291021944,0.5617585398811763,0.0,1.477475948089832,0
2042,Operator,E4-E6,2,2017,0,1,2,1,2,2,2,2,2,2,1,-1,2,2,1,-1,2,1,2,1,2,-1,-1,2,1,2,1,1,-1,2,2,1,1,-1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,7,-1,1,1,1,2,1,2,2,2,2,1,1,2,2,JAAM,4059ARD,Tanker,12.425672883524335,1.3396559625814328,-0.021812607647241578,1.6205905135771403,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
2043,Operator,E4-E6,2,2017,0,1,1,1,1,1,1,2,2,2,-1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,2,1,-1,0,-1,-2,1,1,-1,1,0,1,1,0,1,0,-1,1,0,0,0,1,1,8,-2,-2,1,-1,2,-1,-1,2,1,1,1,1,1,1,JAAM,4059ARD,Tanker,3.5210496864321903,0.0,-2.6486511249884686,1.6205905135771403,0.5745763418043199,2.847785103232818,1.1235170797623526,-2.012060353091463,1.477475948089832,2
2044,Operator,E4-E6,2,2017,0,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,0,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,0,0,0,1,2,7,-1,1,2,1,2,2,2,2,1,0,2,2,1,2,JAAM,4059ARD,Tanker,11.271485294236461,0.0,-0.021812607647241578,1.6205905135771403,1.1491526836086399,2.2577603338000287,1.1235170797623526,2.012060353091463,2.954951896179664,3
2045,Operator,E1-E3,1,2017,0,2,0,2,2,2,1,-1,-1,2,1,2,2,2,2,-2,2,2,1,0,1,1,0,2,1,2,2,-1,0,2,1,1,1,0,2,2,2,1,0,2,1,2,1,0,0,0,1,1,8,2,2,0,1,1,2,2,2,2,0,1,1,1,2,JAAM,4059ARD,Tanker,13.250162303688253,0.0,2.6486511249884686,2.232148013029228,0.5745763418043199,2.3392334582043888,-0.5617585398811763,1.954048081175552,2.954951896179664,4
2046,Operator,E7-E9,3,2013,-1,1,1,-1,-1,1,1,1,1,0,1,1,-1,-1,1,-2,1,0,1,1,1,-1,0,1,1,1,2,1,1,-2,-2,1,-1,-2,1,1,2,1,2,1,1,0,1,0,1,2,1,-1,5,-1,-1,0,1,1,1,1,1,0,0,1,1,1,1,JERAA,1076DE,Air Lift,5.687766423452211,2.0116107142737327,-1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,0.5617585398811763,-2.6440722895113433,1.477475948089832,0
2047,Operator,E4-E6,2,2013,-1,-2,0,-1,-2,-1,-1,-1,-1,0,1,-1,1,-1,-1,2,-1,0,2,1,2,-1,1,2,-1,-2,1,-1,-1,-1,1,1,-2,-2,2,-2,2,1,1,2,2,0,1,-2,1,1,1,-2,2,1,1,1,1,-1,2,-2,-2,-2,2,1,1,-1,2,JERAA,1076DE,Air Lift,-3.8082200161610635,1.3396559625814328,1.3243255624942343,0.0,1.1491526836086399,-2.3392334582043888,-0.5617585398811763,0.058012271915911184,2.954951896179664,4
2048,Operator,E7-E9,3,2013,1,1,1,1,1,1,1,-1,1,0,1,-2,1,1,-2,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-2,1,1,-1,1,-1,-1,1,-2,1,-1,0,1,1,1,1,1,1,6,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,JERAA,1076DE,Air Lift,0.9622304150086343,1.3396559625814328,1.3243255624942343,0.0,0.5745763418043199,1.6781683741306237,0.5617585398811763,-2.012060353091463,1.477475948089832,0
